id,type
Bill_Elliott,person
Bill_Fennelly,person
Bill_Frist,person
Bill_Gates,person
Bill_Graham,person
Bill_Guerin,person
Bill_Herrion,person
Bill_Hughes,person
Bill_King,person
Bill_Kollar,person
Bill_Kong,person
Bill_Lerach,person
Bill_Maher,person
Bill_Mauldin,person
Bill_McBride,person
Bill_Nelson,person
Bill_OReilly,person
Bill_Parcells,person
Bill_Parsons,person
Bill_Paxton,person
Bill_Pryor,person
Bill_Rainer,person
Bill_Readdy,person
Bill_Richardson,person
Bill_Self,person
Bill_Simon,person
Bill_Sizemore,person
Bill_Stapleton,person
Bill_Stein,person
Bill_Walton,person
Billy_Andrade,person
Billy_Beane,person
Billy_Bob_Thornton,person
Billy_Boyd,person
Billy_Crawford,person
Billy_Crystal,person
Billy_Donovan,person
Billy_Edelin,person
Billy_Gilman,person
Billy_Graham,person
Billy_Joel,person
Billy_Rork,person
Billy_Sollie,person
Billy_Tibbets,person
Bing_Crosby,person
Binyamin_Ben-Eliezer,person
Bison_Dele,person
Bixente_LIzarazu,person
BJ_Habibie,person
Blas_Ople,person
Blythe_Danner,person
Blythe_Hartley,person
Bo_Pelini,person
Bo_Ryan,person
Bob_Alper,person
Bob_Beauprez,person
Bob_Bowlsby,person
Bob_Cantrell,person
Bob_Colvin,person
Bob_Crippen,person
Bob_Curtis,person
Bob_Dole,person
Bob_Eskridge,person
Bob_Ferguson,person
Bob_Geldof,person
Bob_Goldman,person
Bob_Graham,person
Bob_Guccione,person
Bob_Hartley,person
Bob_Hayes,person
Bob_Herz,person
Bob_Holden,person
Bob_Hope,person
Bob_Huggins,person
Bob_Iger,person
Bob_Krueger,person
Bob_Melvin,person
Bob_Menendez,person
Bob_Newhart,person
Bob_Petrino,person
Bob_Riley,person
Bob_Stoops,person
Bob_Sulkin,person
Bob_Taft,person
Bob_Wright,person
Bobby_Bowden,person
Bobby_Goldwater,person
Bobby_Jackson,person
Bobby_Kielty,person
Bobby_Robson,person
Bobo_Balde,person
Bode_Miller,person
Bonnie_Fuller,person
Bonnie_Hunt,person
Bono,person
Boris_Becker,person
Boris_Berezovsky,person
Boris_Henry,person
Boris_Jordan,person
Boris_Trajkovski,person
Boris_Yeltsin,person
Boutros_Boutros_Ghali,person
Brad_Alexander_Smith,person
Brad_Banks,person
Brad_Brownell,person
Brad_Garrett,person
Brad_Gushue,person
Brad_Johnson,person
Brad_Miller,person
Brad_Pitt,person
Brad_Russ,person
Brad_Smith,person
Brad_Wilk,person
Brady_Rodgers,person
Brajesh_Mishra,person
Brandon_Boyd,person
Brandon_Fails,person
Brandon_Hammond,person
Brandon_Inge,person
Brandon_Jones,person
Brandon_Knight,person
Brandon_Larson,person
Brandon_Lloyd,person
Brandon_Robinson,person
Brandon_Spann,person
Brandon_Webb,person
Branko_Crvenkovski,person
Brawley_King,person
Brenda_Magana,person
Brenda_van_Dam,person
Brenda_Wilson,person
Brendan_Fraser,person
Brendan_Gaughan,person
Brendan_Hansen,person
Brendan_Stai,person
Brennon_Leighton,person
Brent_Coles,person
Brett_Boone,person
Brett_Hawke,person
Brett_Hull,person
Brett_Perry,person
Brian_Billick,person
Brian_Campbell,person
Brian_Cashman,person
Brian_Clemens,person
Brian_Cook,person
Brian_Cowen,person
Brian_De_Palma,person
Brian_Florence,person
Brian_Grazier,person
Brian_Gregory,person
Brian_Griese,person
Brian_Heidik,person
Brian_Henson,person
Brian_Jordan,person
Brian_Kerr,person
Brian_Lara,person
Brian_McIntyre,person
Brian_Meadors,person
Brian_Mulroney,person
Brian_Olson,person
Brian_Pavlich,person
Brian_Scalabrine,person
Brian_Schneider,person
Brian_StPierre,person
Brian_Van_Dusen,person
Brian_Weaver,person
Brian_Wells,person
Brian_Williams,person
Bridget_Fonda,person
Bridgette_Wilson-Sampras,person
Brigitte_Boisselier,person
Britney_Spears,person
Brittany_Snow,person
Brock_Berlin,person
Bronson_Arroyo,person
Brook_Robinson,person
Brooke_Adams,person
Brooke_Gordon,person
Brooke_Shields,person
Bruce_Arena,person
Bruce_Gebhardt,person
Bruce_Lunsford,person
Bruce_Paltrow,person
Bruce_Springsteen,person
Bruce_Van_De_Velde,person
Bruce_Weber,person
Bruce_Willis,person
Bruna_Colosio,person
Bruno_Junquiera,person
Bryan_Adams,person
Bryan_Chui,person
Bryan_Cooley,person
Bryan_Murray,person
Bryan_Thomas,person
Bryant_Young,person
Bryce_Carmine,person
Buck_Rodgers,person
Bud_Selig,person
Budd_Schulberg,person
Buddy_Ryan,person
Buford_Blount,person
Bulent_Ecevit,person
Bustam_A_Zedan_Aljanabi,person
Butch_Davis,person
Buzz_Hargrove,person
Byron_Scott,person
Cabas,person
Caio_Blat,person
Calbert_Cheaney,person
Calista_Flockhart,person
Calvin_Harrison,person
Calvin_Joseph_Coleman,person
Cameron_Diaz,person
Camilla_Parker_Bowles,person
Camille_Colvin,person
Camille_Lewis,person
Camryn_Manheim,person
Candace_Sutton,person
Candice_Beatty,person
Candice_Bergen,person
Candie_Kung,person
Carey_Lowell,person
Cari_Davis,person
Carin_Koch,person
Carina_Lau_Ka-ling,person
Carl_Levin,person
Carl_Pope,person
Carl_Reiner,person
Carla_Del_Ponte,person
Carla_Gay_Balingit,person
Carla_Gugino,person
Carla_Moreno,person
Carla_Myers,person
Carla_Sullivan,person
Carla_Tricoli,person
Carlo_Ancelotti,person
Carlo_Azeglio_Ciampi,person
Carlos_Alberto,person
Carlos_Alberto_Parreira,person
Carlos_Arroyo,person
Carlos_Barra,person
Carlos_Barragan,person
Carlos_Beltran,person
Carlos_Bianchi,person
Carlos_De_Abreu,person
Carlos_Fasciolo,person
Carlos_Ghosn,person
Carlos_Iturgaitz,person
Carlos_Juarez,person
Carlos_Lordkipanitse,person
Carlos_Manuel_Pruneda,person
Carlos_Menem,person
Carlos_Mesa,person
Carlos_Moya,person
Carlos_Ortega,person
Carlos_Paternina,person
Carlos_Queiroz,person
Carlos_Quintanilla_Schmidt,person
Carlos_Ruckauf,person
Carlos_Ruiz,person
Carlos_Salinas,person
Carlos_Savedra,person
Carlos_Vives,person
Carlton_Baugh,person
Carlton_Dotson,person
Carly_Fiorina,person
Carly_Gullickson,person
Carmen_Electra,person
Carol_Burnett,person
Carol_Carmody,person
Carol_Moseley_Braun,person
Carol_Niedermayer,person
Carol_Williams,person
Carolina_Barco,person
Carolina_Kluft,person
Carolina_Moraes,person
Caroline_Dhavernas,person
Caroline_Kennedy,person
Caroline_Link,person
Carolyn_Dawn_Johnson,person
Carolyn_Kuhl,person
Carrie-Anne_Moss,person
Carroll_Weimer,person
Carson_Daly,person
Carson_Palmer,person
Casey_Crowder,person
Casey_Mears,person
Cass_Ballenger,person
Cassandra_Heise,person
Casy_Preslar,person
Cate_Blanchett,person
Catherine_Bell,person
Catherine_Deneuve,person
Catherine_Donkers,person
Catherine_Ndereba,person
Catherine_Woodard,person
Catherine_Zeta-Jones,person
Cathryn_Crawford,person
Cathy_Chisholm,person
Cathy_Cunningham,person
Cathy_Freeman,person
Catriona_Le_May_Doan,person
Cecile_de_France,person
Cecilia_Bolocco,person
Cecilia_Chang,person
Cecilia_Cheung,person
Cedric_Benson,person
Celia_Cruz,person
Celine_Dion,person
Celso_Amorim,person
Celso_Lafer,person
Cemil_Cicek,person
Cesar_Gaviria,person
Cesar_Maia,person
Cha_Yung-gu,person
Chadha_Gurinder,person
Chakib_Khelil,person
Chan_Choi,person
Chan_Gailey,person
Chan_Ho_Park,person
Chance_Mock,person
Chanda_Rubin,person
Chandrika_Kumaratunga,person
Chang_Dae-whan,person
Chang_Jae_On,person
Chang_Saio-yue,person
Chang_Sang,person
Chang_Tso,person
Chante_Jawan_Mallard,person
Charla_Moye,person
Charlene_Barshefsky,person
Charles_Bell,person
Charles_Bronson,person
Charles_Chandler_IV,person
Charles_Cope,person
Charles_Grassley,person
Charles_Holzner,person
Charles_Ingram,person
Charles_Kartman,person
Charles_Lebois,person
Charles_Mathews,person
Charles_Moose,person
Charles_Pickering,person
Charles_Pouty,person
Charles_Richardson,person
Charles_Rogers,person
Charles_Schumer,person
Charles_Tannok,person
Charles_Taylor,person
Charley_Armey,person
Charlie_Coles,person
Charlie_Deane,person
Charlie_Garner,person
Charlie_Hunnam,person
Charlie_Sheen,person
Charlie_Williams,person
Charlie_Zaa,person
Charlize_Theron,person
Charlotte_Casiraghi,person
Charlotte_Chambers,person
Charlotte_Church,person
Charlotte_Rampling,person
Charlton_Heston,person
Charmaine_Crooks,person
Chawki_Armali,person
Chea_Sophara,person
Chelsea_Clinton,person
Chen_Kaige,person
Chen_Liang_Yu,person
Chen_Shui-bian,person
Chen_Tsai-chin,person
Cherie_Blair,person
Cherry_Jones,person
Cheryl_Ford,person
Cheryl_Hines,person
Cheryl_James,person
Cheryl_Little,person
Cheryl_Tiegs,person
Chhouk_Rin,person
Chick_Hearn,person
Chin-Feng_Chen,person
Chin-Hui_Tsao,person
Chip_Burrus,person
Chip_Ganassi,person
Chip_Knight,person
Chistian_Stahl,person
Chita_Rivera,person
Chloe_Sevigny,person
Cho_Myung-kyun,person
Choi_Sung-hong,person
Choi_Yun-yong,person
Chok_Tong_Goh,person
Chris_Andrews,person
Chris_Bell,person
Chris_Byrd,person
Chris_Cirino,person
Chris_Claiborne,person
Chris_Columbus,person
Chris_Cookson,person
Chris_Cooper,person
Chris_Cornell,person
Chris_Crocker,person
Chris_Dodd,person
Chris_Forsyth,person
Chris_Gratton,person
Chris_Hernandez,person
Chris_Klein,person
Chris_Kolanas,person
Chris_Matthews,person
Chris_Moore,person
Chris_Neil,person
Chris_Noth,person
Chris_Penn,person
Chris_Pronger,person
Chris_Reitsma,person
Chris_Rock,person
Chris_Simon,person
Chris_Swecker,person
Chris_Terry,person
Chris_Thomas,person
Chris_Tucker,person
Chris_Whitney,person
Christian_Bale,person
Christian_Fittipaldi,person
Christian_Gimenez,person
Christian_Lacroix,person
Christian_Lirette,person
Christian_Longo,person
Christian_Malcolm,person
Christian_Olsson,person
Christian_Patino,person
Christian_Von_Wernich,person
Christian_Wulff,person
Christiane_Wulff,person
Christina_Aguilera,person
Christina_Sawaya,person
Christine_Arron,person
Christine_Baumgartner,person
Christine_Ebersole,person
Christine_Gregoire,person
Christine_Rau,person
Christine_Todd_Whitman,person
Christoph_Daum,person
Christopher_Amolsch,person
Christopher_Conyers,person
Christopher_Matero,person
Christopher_Patten,person
Christopher_Reeve,person
Christopher_Russell,person
Christopher_Speer,person
Christopher_Walken,person
Christopher_Whittle,person
Christy_Ferer,person
Christy_Turlington,person
Chuanyun_Li,person
Chuck_Amato,person
Chuck_Bednarik,person
Chuck_Eidson,person
Chuck_Finley,person
Chuck_Hagel,person
Chuck_Woolery,person
Chuck_Yeager,person
Chung_Mong-hun,person
Chung_Mong-joon,person
Chyung_Dai-chul,person
Ciaran_Hinds,person
Cindy_Crawford,person
Cindy_Klassen,person
Cindy_Margolis,person
Cindy_Moll,person
Cindy_Taylor,person
Cindy_Zagorski,person
Ciro_Gomes,person
Claire_Danes,person
Claire_De_Gryse,person
Claire_Hentzen,person
Claire_Leger,person
Claire_Tomalin,person
Clara_Harris,person
Clare_Latimer,person
Clare_Short,person
Clark_Randt,person
Claude_Jorda,person
Claudette_Robinson,person
Claudia_Cardinale,person
Claudia_Coslovich,person
Claudia_Pechstein,person
Claudia_Schiffer,person
Claudine_Farrell,person
Claudio_Abbado,person
Claudio_Lopez,person
Claudio_Ranieri,person
Clay_Aiken,person
Clay_Campbell,person
Clemente_de_la_Vega,person
Cliff_Ellis,person
Clifford_Etienne,person
Clifford_Robinson,person
Clint_Eastwood,person
Clint_Howard,person
Clint_Lamebear,person
Clive_Lloyd,person
Clive_Woodward,person
Coco_dEste,person
Cole_Chapman,person
Coleen_Rowley,person
Colin_Campbell,person
Colin_Cowie,person
Colin_Farrell,person
Colin_Jackson,person
Colin_Montgomerie,person
Colin_Phillips,person
Colin_Powell,person
Colin_Prescot,person
Colleen_Atwood,person
Colleen_Donovan,person
Colleen_Jones,person
Colleen_OClair,person
Colleen_Ryan,person
Collis_Temple_III,person
Columba_Bush,person
Compay_Segundo,person
Conan_OBrien,person
Conchita_Martinez,person
Condoleezza_Rice,person
Connie_Chung,person
Connie_Freydell,person
Conrad_Black,person
Constance_Marie,person
Cora_Cambell,person
Coretta_Scott_King,person
Corey_Maggette,person
Cori_Enghusen,person
Corinna_Harfouch,person
Corinne_Coman,person
Corliss_Williamson,person
Cosmo_Iacavazzi,person
Costas_Simitis,person
Courtney_Cox,person
Courtney_Love,person
Craig_Burley,person
Craig_David,person
Craig_Doblin,person
Craig_Fitzgibbon,person
Craig_MacTavish,person
Craig_Morgan,person
Craig_OClair,person
Craig_Wilson,person
Crandall_Bowles,person
Crispin_Glover,person
Cristian_Barros,person
Cristiano_da_Matta,person
Cristina_Fernandez,person
Cristina_Kirchner,person
Cristina_Saralegui,person
Cristina_Torrens_Valero,person
Cruz_Bustamante,person
Cuba_Gooding_Jr,person
Curt_Weldon,person
Curtis_Joseph,person
Curtis_Rodriguez,person
Curtis_Strange,person
Cyndi_Thompson,person
Cynthia_Nixon,person
Cynthia_Rowley,person
Dagmar_Dunlevy,person
Dai_Bachtiar,person
Dai_Chul_Chyung,person
Daisy_Fuentes,person
Daja_Bedanova,person
Dalai_Lama,person
Dale_Bosworth,person
Dale_Earnhardt,person
Dale_Earnhardt_Jr,person
Dalia_Rabin-Pelosoff,person
Damarius_Bilbo,person
Damon_Dash,person
Damon_Stoudamire,person
Damon_van_Dam,person
Dan_Ackroyd,person
Dan_Bartlett,person
Dan_Boyle,person
Dan_Bylsma,person
Dan_Dickau,person
Dan_Duquette,person
Dan_Guerrero,person
Dan_Kellner,person
Dan_LaCoutre,person
Dan_Monson,person
Dan_Morales,person
Dan_Prinster,person
Dan_Quayle,person
Dan_Reeves,person
Dan_Snyder,person
Dan_Wheldon,person
Dana_Vollmer,person
DAngelo_Jimenez,person
Daniel_Barenboim,person
Daniel_Bruehl,person
Daniel_Chin,person
Daniel_Coats,person
Daniel_Comisso_Urdaneta,person
Daniel_Darnell,person
Daniel_Day-Lewis,person
Daniel_Kurtzer,person
Daniel_Montenegro,person
Daniel_Montgomery,person
Daniel_Ortega,person
Daniel_Osorno,person
Daniel_Patrick_Moynihan,person
Daniel_Pearl,person
Daniel_Radcliffe,person
Daniel_Rouse,person
Daniel_Scioli,person
Daniel_Zelman,person
Daniela_Cicarelli,person
Daniela_Hantuchova,person
Daniele_Bergamin,person
Daniele_Hypolito,person
Daniele_Nardello,person
Daniell_Sunjata,person
Danielle_Spencer,person
Danis_Tanovic,person
Danny_Ainge,person
Danny_Avalon,person
Danny_Elfman,person
Danny_Glover,person
Danny_Green,person
Danny_Morgan,person
Dany_Heatley,person
Darcy_Regier,person
Darin_Erstad,person
Dario_Camuffo,person
Dario_Franchitti,person
Dariusz_Michalczewski,person
Darko_Milicic,person
Darla_Moore,person
Darlene_Garrettson,person
Darrell_Dickey,person
Darrell_Issa,person
Darrell_Porter,person
Darrell_Royal,person
Darren_Campel,person
Darren_Clarke,person
Darryl_McDaniels,person
Darryl_Stingley,person
Darvis_Patton,person
Daryl_Hannah,person
Daryl_Jones,person
Daryl_Parks,person
Daryl_Sabara,person
Daryl_Smith,person
Dave_Barr,person
Dave_Campo,person
Dave_Johnson,person
Dave_Lewis,person
Dave_Matthews,person
Dave_McGinnis,person
Dave_McNally,person
Dave_McNealey,person
Dave_Odom,person
Dave_Potter,person
Dave_Ragone,person
Dave_Robertson,person
Dave_Tucker,person
Dave_Wannstedt,person
Dave_Williams,person
Davey_Johnson,person
David_Alpay,person
David_Anderson,person
David_Arquette,person
